116th Bill Name,117th Bill Name,Short Title
116-HB2606,117-HB3166,NURSE Act Nurses for Under-Resourced Schools Everywhere Act
116-HB5143,117-HB4359,OPEN Act Openness in Political Expenditures Now Act
116-HB3229,117-HB3865,Children Don’t Belong on Tobacco Farms Act
116-HB4428,117-HB8680,Greater Mental Health Access Act
116-HB4148,117-HB7575,Green Jobs and Opportunity Act
116-HB4707,117-HB2059,Federal Firefighter Flexibility and Fairness Act
116-HB2378,117-HB5636,Kerrie Orozco First Responders Family Support Act
116-HB5110,117-HB4924,APPRISE Act All Participating in Process Reaching Informed Solutions for Everyone Act
116-HB1459,117-HB2409,U.S.-Israel Cooperation Expansion Act
116-HB5903,117-HB1675,TRAIN Act Transit Revitalization And Infrastructure Needs Act
116-HB6666,117-HB726,"COVID–19 Testing, Reaching, And Contacting Everyone (TRACE) Act"
116-HB2149,117-HB233,Exposing the Financing of Human Trafficking Act
116-HB4571,117-HB4532,Accelerating Individuals into the Workforce Act
116-HB6124,117-HB5289,Assistance for Firms Harmed by Tariffs on Exports Act
116-HB7421,117-HB1049,Expediting Federal Broadband Deployment Reviews Act
116-HB1441,117-HB819,Stop Corrupt Iranian Oligarchs and Entities Act
116-HB8324,117-HB2720,Make PPE in America Act
116-HB5925,117-HB8287,District of Columbia Courts and Public Defender Service Voluntary Separation Incentive Payments Act
116-HJR14,117-HJR9,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve to four in the House of Representatives and two in the Senate.
116-HB606,117-HB3998,Fairness in Firearm Testing Act
116-HB8556,117-HB3131,David Dorn Back the Blue Act
116-HR226,117-HR321,Electing Members to the Joint Committee of Congress on the Library and the Joint Committee on Printing.
116-HB8625,117-HB8139,For the relief of Ivana Alexandra Sifuentes Arbirio and Luisa Mariana Sifuentes Arbirio.
116-HB7405,117-HB1748,Strengthening American Nuclear Competitiveness Act
116-HB1915,117-HB5588,Net Price Calculator Improvement Act
116-HB5334,117-HB1898,FOREST Act Funding Our Roads and Ecosystems Sustainably Together Act
116-HB6632,117-HB162,"To amend the CARES Act to provide for repayment terms for mortgages in forbearance, and for other purposes."
116-HB4573,117-HB4399,Accessing Higher Education Opportunities Act
116-HB7996,117-HB498,Rural Equal Aid Act
116-HB5485,117-HB477,Ally’s Act
116-HB558,117-HB9114,Native American Millennium Challenge Demonstration Act
116-HB1544,117-HB1524,Nuclear Waste Informed Consent Act
116-HB5958,117-HB5137,Senior Health Planning Account Act
116-HB5446,117-HB7274,Improving Social Security’s Service to Victims of Identity Theft Act
116-HR969,117-HR399,"Recognizing ""National Public Works Week""."
116-HR392,117-HR399,"Recognizing ""National Public Works Week""."
116-HB8267,117-HB2975,"To amend the Energy Policy and Conservation Act to modify the definition of water heater under energy conservation standards, and for other purposes."
116-HB5056,117-HB359,Modern GI Bill Act
116-HB4830,117-HB9285,Patient Navigation Assistance Act
116-HR648,117-HR726,"Honoring the lives, work, and sacrifice of Joseph Curseen, Jr., and Thomas Morris, Jr., the 2 United States Postal Service employees who died as a result of their contact with anthrax while working at the United States Postal Facility located at 900 Brentwood Road NE, Washington, DC, during the anthrax attack in the fall of 2001; United States Postal Service employees, who have continued to work diligently in service to the people of the United States notwithstanding the anthrax attack; as well as the other 3 Americans who died and the 17 who became ill in the attack."
116-HB8945,117-HB1066,Wildfire Recovery Act
116-HB5570,117-HB1123,Veteran Suicide Prevention Act
116-HB5085,117-HB7262,Budget Process Enhancement Act
116-HB1647,117-HB8197,Veterans Equal Access Act
116-HB4732,117-HB2826,"To establish a Global Climate Change Resilience Strategy, to authorize the admission of climate-displaced persons, and for other purposes."
116-HB5241,117-HB9440,Protecting Students from Worthless Degrees Act
116-HB2535,117-HB573,Family Poverty is Not Child Neglect Act
116-HB2814,117-HB1420,"To amend title 37, United States Code, to authorize the basic allowance for housing for members of the uniformed services in the Virgin Islands."
116-HB123,117-HB123,Alternative Data for Additional Credit FHA Pilot Program Reauthorization Act
116-HB4535,117-HB4337,Commodity Futures Trading Commission Research and Development Modernization Act
116-HB6239,117-HB1135,LITE Act Leadership Institute for Transatlantic Engagement Act
116-HB2970,117-HB3558,Army Security Agency Monument Act
116-HR525,117-HR272,Calling for the designation of Antifa as a domestic terrorist organization.
116-HR881,117-HR1008,Supporting the goals and ideals of National Women's History Month.
116-HR171,117-HR1008,Supporting the goals and ideals of National Women's History Month.
116-HB2867,117-HB748,Ethan's Law
116-HB8177,117-HB2934,RAISE Act Renal Anemia Innovation Support and Expansion Act
116-HB5204,117-HB7370,Student Mental Health Rights Act
116-HB869,117-HB1477,Undetectable Firearms Modernization Act
116-HB5713,117-HB1027,Safe Bases Act
116-HB305,117-HB877,Sanctity of Human Life Act
116-HB8560,117-HB1924,Kenneth P. Thompson Begin Again Act
116-HB7415,117-HB461,Hong Kong Safe Harbor Act
116-HB4838,117-HB3348,SOS: Sustaining Outpatient Services Act
116-HB5872,117-HB4527,Oath of Exit Act
116-HB604,117-HB226,"To direct the United States Postal Service to designate a single, unique ZIP Code for Fairlawn, Virginia, and for other purposes."
116-HJR36,117-HJR99,Proposing an amendment to the Constitution of the United States relating to parental rights.
116-HB5974,117-HB5766,Helicopter Data and Voice Recorder Requirement Act
116-HB2776,117-HB1660,Stop Sewage Overflow Act
116-HB7988,117-HB363,PRO Sports Act Properly Reducing Overexemptions for Sports Act
116-HB8188,117-HB699,Mutual Fund Litigation Reform Act
116-HB153,117-HB94,Mobilizing Against Sanctuary Cities Act
116-HB8517,117-HB3827,Protect Speech Act
116-HB2976,117-HB3574,Filing Relief for Natural Disasters Act
116-HB4161,117-HB3124,COMP Act Coordination Of Medicare Payments and Worker’s Compensation Act
116-HB5137,117-HB2220,"To amend title 40, United States Code, to modify the treatment of certain bargain-price options to purchase at less than fair market value, and for other purposes."
116-HB1861,117-HB8787,ZZZ’s to A’s Act
116-HR425,117-HR1161,Recognizing the significance of National Caribbean American Heritage Month.
116-HB3566,117-HB4823,Social Security Disability Insurance Return to Work Act
116-HB8493,117-HB1772,Passports for Purple Hearts Act
116-HB1104,117-HB271,"To amend the Federal Food, Drug, and Cosmetic Act to require labeling of genetically engineered fish."
116-HB8916,117-HB1288,"To amend the Gullah/Geechee Cultural Heritage Act to extend the authorization of the Gullah/Geechee Cultural Heritage Corridor Commission, and for other purposes."
116-HB7086,117-HB1322,Fiscal State of the Union Act
116-HB1186,117-HB9207,Keep Americans Safe Act
116-HB3486,117-HB1267,Prevent Corrupting Foreign Influence Act
116-HB2315,117-HB764,Keep Our PACT Act Keep Our Promise to America’s Children and Teachers Act
116-HJR21,117-HJR21,Proposing an amendment to the Constitution of the United States giving Congress power to regulate campaign contributions for Federal elections.
116-HB1399,117-HB2298,Accountability Through Electronic Verification Act
116-HB3808,117-HB3870,Teach CS Act Teacher Education for Computer Science Act
116-HB7738,117-HB2762,Climate-Resilient International Development Optimization Act
116-HB6603,117-HB1908,Ka‘ena Point National Heritage Area Act
116-HB5898,117-HB3935,Promoting Agricultural Commerce Act
116-HB6033,117-HB2627,Pell to Grad Act
116-HB3040,117-HB508,SAFE Streets Act Safe And Friendly for the Environment Streets Act
116-HB3559,117-HB3036,Secure E-Waste Export and Recycling Act
116-HB5828,117-HB4209,DHS Illicit Cross-Border Tunnel Defense Act
116-HB8912,117-HB4589,Diversity and Inclusion at the Department of State Act
116-HB2674,117-HB4423,Gun Theft Prevention Act
116-HB7253,117-HB6737,Flint Registry Reauthorization Act
116-HB768,117-HB7825,No Funding for Sanctuary Campuses Act
116-HB6709,117-HB3020,Coronavirus Frontline Workers Fair Pay Act
116-HR162,117-HR927,"Expressing the condolences of the House of Representatives and honoring the memory of the victims of the mass shooting in Aurora, Illinois, on February 15, 2019."
116-HR1213,117-HR50,Expressing the support of the House of Representatives for the naming of new or undedicated facilities of the Department of Veterans Affairs after women veterans and minority veterans in order to reflect the diversity of all who have served in the Armed Forces of the United States.
116-HR969,117-HR1120,"Recognizing ""National Public Works Week""."
116-HR392,117-HR1120,"Recognizing ""National Public Works Week""."
116-HB4747,117-HB8457,Making College More Affordable Act
116-HJR86,117-HJR60,Proposing an amendment to the Constitution of the United States to limit the number of consecutive terms that a Member of Congress may serve.
116-HB5111,117-HB4927,NOTIFIED Act Notify Officials To Inform Fully and Impel Educated Decisions Act
116-HB1150,117-HB494,For the relief of Enrique Soriano and Areli Soriano.
116-HB4288,117-HB1197,Teacher Diversity and Retention Act
116-HB1920,117-HB3450,Medicaid Bump Act
116-HB6163,117-HB1894,For the relief of Stela Simeonova and Simeon Simeonov.
116-HB9027,117-HB2754,COVID–19 Long Haulers Act
116-HB5206,117-HB7106,Empowering Individuals to Succeed Through Education and Workforce Training Act
116-HB1116,117-HB882,Keeping Guns from High-Risk Individuals Act
116-HB624,117-HB1528,Promoting Transparent Standards for Corporate Insiders Act
116-HB1577,117-HB181,VA Procurement Efficiency and Transparency Act
116-HB6104,117-HB2187,Truck Parking Safety Improvement Act
116-HJR79,117-HJR17,Removing the deadline for the ratification of the equal rights amendment.
116-HJR38,117-HJR17,Removing the deadline for the ratification of the equal rights amendment.
116-HB1523,117-HB752,"To amend the Ethics in Government Act of 1978 to require Federal political appointees to sign a binding ethics pledge, and for other purposes."
116-HB6845,117-HB617,No Coronavirus Copays for Veterans Act
116-HB6434,117-HB3329,Small Transit Communities Modernization Act
116-HB179,117-HB247,"Acre In, Acre Out Act"
116-HB1153,117-HB3779,Reaching English Learners Act
116-HB7990,117-HB2538,FENTANYL Results Act Fighting Emerging Narcotics Through Additional Nations to Yield Lasting Results Act
116-HB2611,117-HB6982,Public Lands Telecommunications Act
116-HB8755,117-HB2168,Expanded Telehealth Access Act
116-HR822,117-HR27,Urging Tom Flores be inducted into the Pro Football Hall of Fame.
116-HB337,117-HB569,Defend our Coast Act
116-HB2478,117-HB4268,Federal Retirement Fairness Act
116-HR719,117-HR815,Supporting the goals and ideals of National Rural Health Day.
116-HR1200,117-HR815,Supporting the goals and ideals of National Rural Health Day.
116-HB1739,117-HB4287,USA Workforce Tax Credit Act
116-HB5101,117-HB2703,Superfund Polluter Pays Act
116-HB3825,117-HB2353,"To designate the facility of the United States Postal Service located at 401 Main Street in Brawley, California, as the ""Helen Fabela Chávez Memorial Post Office Building""."
116-HB1971,117-HB3391,Universal Full-Day Kindergarten Act
116-HB8455,117-HB4454,Reconciliation in Place Names Act
116-HB1412,117-HB355,Illegal Alien NICS Alert Act
116-HB5648,117-HB1656,TREAT PTSD Act Treatment and Relief through Emerging and Accessible Therapy for PTSD Act
116-HB5866,117-HB5245,Gun Trafficker Detection Act
116-HJR52,117-HJR40,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.
116-HJR95,117-HJR40,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.
116-HB885,117-HB4907,Private Student Loan Bankruptcy Fairness Act of 2019
116-HR1149,117-HR1415,"Recognizing the need for diapers and expressing support for donating generously to diaper banks, diaper drives, and organizations that distribute diapers to families in need."
116-HB8563,117-HB2095,"To require the Secretary of the Army to conduct a study to determine the costs for the Corps of Engineers to ensure that certain project activities authorized under Nationwide Permit 14 comply with public safety conditions, and for other purposes."
116-HB6183,117-HB1343,Voting Access Act
116-HB1755,117-HB2996,"ARTICLE ONE Act Assuring that Robust, Thorough, and Informed Congressional Leadership is Exercised Over National Emergencies Act"
116-HB3786,117-HB1586,Student Loan Reform Act
116-HB6581,117-HB986,Robust International Response to Pandemic Act
116-HB7368,117-HB3942,Brandon Act
116-HR537,117-HR550,Expressing the sense of the House of Representatives regarding United States policy recognizing the Assyrian Genocide.
116-HB1701,117-HB2345,Federal Government Decentralization Commission Act
116-HB5262,117-HB1990,Medicare Orthotics and Prosthetics Patient-Centered Care Act
116-HB1705,117-HB2715,Jaime’s Law
116-HB7064,117-HB1093,Stop Funding the PLA Act
116-HB8423,117-HB1139,Feeding Homeless Youth During COVID–19 Act
116-HB5818,117-HB2596,Truth in Buffalo Labeling Act
116-HB1156,117-HB1210,LEOSA Reform Act
116-HB4380,117-HB8932,Transparency for Transfer Students Act
116-HB5776,117-HB1640,Repeatedly Flooded Communities Preparation Act
116-HB8795,117-HB3692,Marine Mammal Climate Change Protection Act
116-HB3710,117-HB2980,Cybersecurity Vulnerability Remediation Act
116-HB1713,117-HB3368,Lonnie Kilpatrick Central Pacific Relief Act
116-HB3092,117-HB656,District of Columbia Police Home Rule Act
116-HB1505,117-HB4507,Protecting Family Resources and Training Options Act
116-HB1584,117-HB1705,Energy Sovereignty Act
116-HB8700,117-HB3738,John Lewis Taxpayer Protection Act
116-HB3319,117-HB206,Paperwork Reduction for Farmers and H–2A Modernization Act
116-HB6153,117-HB9335,"To designate the facility of the United States Postal Service located at 410 Franklin Street in Appleton, Wisconsin, as the ""Mitchell F. Lundgaard Post Office Building""."
116-HB8717,117-HB4854,FAIR Meat Packing Act Feed America by Incentivizing Rural Meat Packing Act
116-HR792,117-HR66,Supporting the contributions of Catholic schools.
116-HR51,117-HR66,Supporting the contributions of Catholic schools.
116-HB5230,117-HB7055,Elijah E. Cummings Family Asthma Act
116-HB4381,117-HB6214,Elementary and Secondary School Counseling Act
116-HB129,117-HB178,"No Budget, No Pay Act"
116-HB236,117-HB178,"No Budget, No Pay Act"
116-HR710,117-HR854,Calling on Congress to condemn voter suppression laws enacted by States and political subdivisions.
116-HB1878,117-HB5984,IDEA Full Funding Act
116-HB2837,117-HB3153,Restoring the Armed Career Criminal Act
116-HB3339,117-HB2312,Mentoring and Supporting Families Act
116-HR1230,117-HR89,Expressing support for a national day of mourning in recognition of the lives lost as a result of COVID-19.
116-HB1563,117-HB4415,Chester County Reversionary Interest Release Act
116-HB4823,117-HB744,FEMA Climate Change Preparedness Act
116-HB5442,117-HB2484,Lowest Price for Patients Act
116-HB1454,117-HB1752,COOL OFF Act Choosing Our Own Lives Over Fast Firearms Act
116-HB6087,117-HB251,Public Service Appreciation Through Loan Forgiveness Act
116-HB7787,117-HB601,Invest Now Act
116-HB5046,117-HB1115,Global War on Terrorism Memorial Location Act
116-HB200,117-HB416,Border Wall Trust Fund Act
116-HB7748,117-HB1545,Crisis Counseling Act
116-HB1351,117-HB2739,SURVIVE Act Securing Urgent Resources Vital to Indian Victim Empowerment Act
116-HR425,117-HR439,Recognizing the significance of National Caribbean American Heritage Month.
116-HB5614,117-HB5013,Affordable Homeownership Access Act
116-HB3670,117-HB6795,Short-Term Detention Standards Act
116-HB3117,117-HB2555,"CARE for Families Act Community Access, Resources, and Education for Families Act"
116-HB726,117-HB4878,National Discovery Trails Act
116-HB3010,117-HB2806,Honoring All Veterans Act
116-HB2775,117-HB1379,Protecting LGBTQ Youth Act
116-HB7628,117-HB98,COVID–19 Victims Compensation Fund Act
116-HB2382,117-HB695,USPS Fairness Act
116-HB2475,117-HB3651,RAPID Act Revitalizing American Priorities for Infrastructure Development Act
116-HB388,117-HB2040,Financial Reporting Threshold Modernization Act
116-HB8068,117-HB912,American Indian and Alaska Native Veterans Mental Health Act
116-HR117,117-HR481,Expressing support for health and wellness coaches.
116-HB2838,117-HB1142,ESCAPE Act Enhancing the Strength and Capacity of America's Primary Evacuation routes Act
116-HB4776,117-HB6687,Combating Implicit Bias in Education Act
116-HB8643,117-HB4340,PFAS Exposure Assessment and Documentation Act
116-HB3252,117-HB3485,Global Respect Act
116-HB4711,117-HB6392,No Tax Breaks for Drug Ads Act
116-HB1193,117-HB1457,Reclamation of War Powers Act
116-HB41,117-HB154,RESCUE Act for Black and Community Banks Reenergized Economic Sustainability for Community and Urban Entities Act for Black and Community Banks
116-HB3510,117-HB2781,Water Resources Research Amendments Act
116-HB328,117-HB3313,Hack Your State Department Act
116-HB1858,117-HB1284,FOCA Act Fair and Open Competition Act
116-HB3496,117-HB5697,CREATE Opportunities Act Community Re-Entry through Addiction Treatment to Enhance Opportunities Act
116-HB2746,117-HB2447,Veterinary Medicine Loan Repayment Program Enhancement Act
116-HB2070,117-HB5382,POWER Act Providing Officers With Electronic Resources Act
116-HB2875,117-HB7215,Ravi Thackurdeen Safe Students Study Abroad Act
116-HB1360,117-HB292,VA Health Center Management Stability and Improvement Act
116-HB3192,117-HB2914,Improving Mental Health Access for Students Act
116-HCR121,117-HCR99,"Recognizing the People's Republic of China as the greatest foreign threat to United States peace, security, and stability."
116-HB3776,117-HB457,Correcting Hurtful and Alienating Names in Government Expression (CHANGE) Act
116-HB5853,117-HB1154,Great Dismal Swamp National Heritage Area Act
116-HB8221,117-HB4706,Blackwell School National Historic Site Act
116-HB4315,117-HB9134,No PAC Act
116-HB7218,117-HB1504,Enhancing North Korea Humanitarian Assistance Act
116-HB5917,117-HB2282,Gun Records Restoration and Preservation Act
116-HB1981,117-HB2328,Prohibition of Medicaid Funding for Conversion Therapy Act
116-HB4991,117-HB8660,Post-9/11 Veteran Business Acceleration Act
116-HB4660,117-HB5052,National Commission to Combat Workplace Sexual Harassment Act
116-HR133,117-HR182,"Supporting the goals and ideals of the designation of January 1, 2015, to December 31, 2024, as the ""International Decade for People of African Descent""."
116-HB616,117-HB1011,Life at Conception Act
116-HB3232,117-HB8549,Young Farmer Success Act
116-HB6770,117-HB2514,"Mobility Options, Resiliency, and Efficiency (MORE) through TDM Act"
116-HB4509,117-HB2847,"To amend the Internal Revenue Code of 1986 to restore the limitation on downward attribution of stock ownership in applying the constructive ownership rules to controlled foreign corporations, and for other purposes."
116-HB3891,117-HB4090,Making Education Affordable and Accessible Act
116-HB5724,117-HB1292,Same-Day Accountability for Veterans Enhancement Act
116-HB2870,117-HB3305,End the Threat of Default Act
116-HB8870,117-HB36,To repeal the National Voter Registration Act of 1993.
116-HB4002,117-HB4585,Everyday Philanthropist Act
116-HB5526,117-HB6941,Territorial Representation in the Senate Act
116-HB7204,117-HB2685,Understanding Cybersecurity of Mobile Networks Act
116-HJR29,117-HJR6,Proposing an amendment to the Constitution of the United States to limit the number of terms an individual may serve as a Member of Congress.
116-HJR12,117-HJR6,Proposing an amendment to the Constitution of the United States to limit the number of terms an individual may serve as a Member of Congress.
116-HJR4,117-HJR6,Proposing an amendment to the Constitution of the United States to limit the number of terms an individual may serve as a Member of Congress.
116-HB7021,117-HB8288,LAUNCHES Act Leveraging American Understanding of Next-generation Challenges Exploring Space Act
116-HB3555,117-HB4751,Exposing Discrimination in Higher Education Act
116-HB7336,117-HB1103,CABLE Competition Act Consumer Access to Broadband for Local Economies and Competition Act
116-HB5940,117-HB115,"To award a Congressional Gold Medal to Lyndon Baines Johnson, the 36th President of the United States whose visionary leadership secured passage of the landmark Voting Rights Act of 1965, Social Security Amendments Act (Medicare) of 1965, Civil Rights Act of 1964, Higher Education Act of 1965, and Immigration and Naturalization Act of 1965."
116-HCR117,117-HCR21,"Expressing the sense of Congress that the United States should resume normal diplomatic relations with Taiwan, negotiate a bilateral free trade agreement with Taiwan, and support Taiwan's membership in international organizations."
116-HB2497,117-HB1416,Tribal Adoption Parity Act
116-HB1517,117-HB3581,COMMUTE Act Connecting Opportunities through Mobility Metrics and Unlocking Transportation Efficiencies Act
116-HB9053,117-HB545,No Congressional Gun Loophole Act
116-HB7344,117-HB1046,Federal Broadband Deployment in Unserved Areas Act
116-HB7886,117-HB1945,HITS Act Help Independent Tracks Succeed Act
116-HB1313,117-HB396,Transit Security Grant Program Flexibility Act
116-HB613,117-HB1695,TRICARE Reserve Select Improvement Act
116-HR1240,117-HR356,Expressing condemnation for police brutality wherever in the world it occurs.
116-HR1136,117-HR706,Recognizing Hispanic Heritage Month and celebrating the heritage and culture of Latinos in the United States and the immense contributions of Latinos to the United States.
116-HR561,117-HR706,Recognizing Hispanic Heritage Month and celebrating the heritage and culture of Latinos in the United States and the immense contributions of Latinos to the United States.
116-HB7172,117-HB2406,Electric Power Infrastructure Improvement Act
116-HB5619,117-HB2955,Suicide Prevention Act
116-HB217,117-HB1380,Permanent Tax Relief for Working Families Act
116-HB1714,117-HB1694,Stop Militarizing Law Enforcement Act
116-HB3975,117-HB3353,Contact Lens Prescription Verification Modernization Act
116-HB1077,117-HB5638,CBO Show Your Work Act
116-HB216,117-HB1381,Main Street Tax Certainty Act
116-HJR10,117-HJR7,Proposing an amendment to the Constitution of the United States to prohibit Members of Congress from receiving compensation during a fiscal year unless both Houses of Congress have agreed to a concurrent resolution on the budget for that fiscal year prior to the beginning of that fiscal year.
116-HB5061,117-HB1552,"To designate the facility of the United States Postal Service located at 42 Main Street in Slatersville, Rhode Island, as the ""Specialist Matthew R. Turcotte Post Office""."
116-HB3632,117-HB3095,Fair and Open Skies Act
116-HB2158,117-HB1102,Easy Access to Mail Act
116-HB182,117-HB817,To extend the authorization for the Cape Cod National Seashore Advisory Commission.
116-HB1262,117-HB4992,21 to Buy Act
116-HB1082,117-HB2145,SASCA Survivors’ Access to Supportive Care Act
116-HB1782,117-HB7717,American Apprenticeship Act
116-HB8189,117-HB1293,To amend the Help America Vote Act of 2002 to prohibit a State from counting a ballot cast in an election for Federal office which is received by the State after the date of the election.
116-HB8119,117-HB37,Voter Integrity Protection Act
116-HB5761,117-HB3304,AUTO for Veterans Act Advancing Uniform Transportation Opportunities for Veterans Act
116-HB8719,117-HB285,CASE-IT Act Curbing Abuse and Saving Expression In Technology Act
116-HR444,117-HR1195,"Reaffirming the importance of the United States to promote the safety, health, and well-being of refugees and displaced persons."
116-HB7229,117-HB3168,"To designate the facility of the United States Postal Service located at 1087 Route 47 South in Rio Grande, New Jersey, as the ""Carlton H. Hand Post Office Building""."
116-HB8400,117-HB7982,Parent PLUS Loan Fairness and Responsibility Act
116-HB6215,117-HB5815,Honest Census Communications Act
116-HB3379,117-HB7828,"PRICED Act Price Relief, Innovation, and Competition for Essential Drugs Act"
116-HB2111,117-HB5546,PROTECT Act Preventing Opportunities for Teen E-Cigarette and Tobacco Addiction Act
116-HB8519,117-HB2283,Teaching Asian Pacific American History Act
116-HB7937,117-HB2329,Countering Chinese Communist Party Malign Influence Act
116-HB6923,117-HB905,Coronavirus Front-Line Responders Commemorative Coin Act
116-HB8313,117-HB3884,Philippine Human Rights Act
116-HB3149,117-HB513,A PLUS Act Academic Partnerships Lead Us to Success Act
116-HB6643,117-HB786,Supporting State and Local Leaders Act
116-HB996,117-HB1285,Dental Loan Repayment Assistance Act
116-HR292,117-HR253,Celebrating the heritage of Romani Americans.
116-HB1306,117-HB2016,Federal Disaster Assistance Coordination Act
116-HB4243,117-HB769,Rural MOMS Act Rural Maternal and Obstetric Modernization of Services Act
116-HB4949,117-HB293,VA Hospitals Establishing Leadership Performance Act
116-HB2351,117-HB4068,Protecting Airport Communities from Particle Emissions Act
116-HB5889,117-HB1790,Fair Indexing for Health Care Affordability Act
116-HB5291,117-HB1790,Fair Indexing for Health Care Affordability Act
116-HB2083,117-HB2915,HOPR Act Homeland Procurement Reform Act
116-HB1722,117-HB913,Build a Better VA Act
116-HB4582,117-HB440,"To amend the Alaska Native Claims Settlement Act to provide that Alexander Creek, Alaska, is and shall be recognized as an eligible Native village under that Act, and for other purposes."
116-HB6587,117-HB4654,Social Media Fraud Mitigation Act
116-HB4586,117-HB505,Native American Education Opportunity Act
116-HB528,117-HB5045,Blockchain Regulatory Certainty Act
116-HB4722,117-HB3938,Support UNFPA Funding Act
116-HB7604,117-HB5291,Democracy in Design Act
116-HB1450,117-HB1378,Do No Harm Act
116-HB9042,117-HB76,Save our Servers Act
116-HB8308,117-HB4480,Telehealth Coverage and Payment Parity Act
116-HB2520,117-HB694,Metro Accountability and Investment Act
116-HB160,117-HB99,CLEAN Congress Act Citizen Legislature Anti-Corruption Reform of Congress Act
116-HB8476,117-HB1397,TIKES Act Telehealth Improvement for Kids’ Essential Services Act
116-HB3340,117-HB4316,Tribal Healthcare Careers Act
116-HB3326,117-HB417,End the Congressional Revolving Door Act
116-HB5129,117-HB2692,Ban Corporate PACs Act
116-HB8417,117-HB5157,Direct Primary Care for America Act
116-HB5924,117-HB944,"To amend the Public Health Service Act to authorize a loan repayment program to encourage specialty medicine physicians to serve in rural communities experiencing a shortage of specialty medicine physicians, and for other purposes."
116-HR1105,117-HR592,"Honoring the Buffalo Soldiers who were dishonorably discharged and ultimately had their honorable service restored following events which occurred in 1906 in Brownsville, Texas."
116-HB8230,117-HB6794,Integrating New Technologies to Empower Law Enforcement at Our Borders Act
116-HB7352,117-HB1051,BROADBAND Leadership Act Barriers and Regulatory Obstacles Avoids Deployment of Broadband Access and Needs Deregulatory Leadership Act
116-HB5955,117-HB1401,Muhammad Ali Congressional Gold Medal Act
116-HCR97,117-HCR36,Establishing the Joint Select Committee on the Events and Activities Surrounding China's Handling of the 2019 Novel Coronavirus.
116-HB8840,117-HB315,Medicare Sequester COVID Moratorium Act
116-HB7401,117-HB1616,Promoting Interagency Coordination for Review of Natural Gas Pipelines Act
116-HB3983,117-HB1616,Promoting Interagency Coordination for Review of Natural Gas Pipelines Act
116-HB1818,117-HB5655,Kelsey Smith Act
116-HB3122,117-HB4947,"To amend title 18, United States Code, to prohibit former Members of Congress from engaging in lobbying contacts."
116-HB5457,117-HB8572,Carbon Reduction and Tax Credit Act
116-HB736,117-HB2485,Access to Congressionally Mandated Reports Act
116-HR989,117-HR290,Expressing the sense of the House of Representatives that blood donation policies in the United States should be equitable and based on science.
116-HB5559,117-HB250,January 8th National Memorial Act
116-HB210,117-HB600,Presidential Inaugural Committee Oversight Act
116-HB6542,117-HB1929,Presidential Records Preservation Act
116-HB8372,117-HB5439,KIDS Act Kids Internet Design and Safety Act
116-HB6615,117-HB7054,COVID–19 Oral History Project Act
116-HB1011,117-HB529,Protecting Sensitive Locations Act
116-HB2496,117-HB4228,Tribal Border Crossing Parity Act
116-HB1078,117-HB4382,Repatriate Our Patriots Act
116-HB9035,117-HB3447,Permanency for Audio-Only Telehealth Act
116-HB626,117-HB179,No Congressional First Class Flights Act
116-HB112,117-HB196,To prohibit the Central Intelligence Agency from using an unmanned aerial vehicle to carry out a weapons strike or other deliberately lethal action and to transfer the authority to conduct such strikes or lethal action to the Department of Defense.
116-HB7244,117-HB3152,To amend the Internal Revenue Code of 1986 for purposes of the tax on private foundation excess business holdings to treat as outstanding any employee-owned stock purchased by a business enterprise pursuant to certain employee stock ownership retirement plans.
116-HB1594,117-HB2743,First Responder Access to Innovative Technologies Act
116-HR643,117-HR88,"Recognizing women's cardiovascular health as a critical health care priority that affects every State and contributes to increased health care costs, and promoting the necessity of increased awareness of and education on the symptoms for heart disease among women, gender-specific cardiovascular disease research, and policy action to alleviate the risks of heart disease among women."
116-HR881,117-HR228,Supporting the goals and ideals of National Women's History Month.
116-HR171,117-HR228,Supporting the goals and ideals of National Women's History Month.
116-HB2130,117-HB4910,State Cyber Resiliency Act
116-HR373,117-HR1052,Supporting the goals and ideals of a National Move Over Law Day.
116-HR746,117-HR382,"Expressing the sense of the House of Representatives that the United States should reaffirm its commitment as a member of the World Trade Organization (WTO) and work with other WTO members to achieve reforms at the WTO that improve the speed and predictability of dispute settlement, address longstanding concerns with the WTO's Appellate Body, increase transparency at the WTO, ensure that WTO members invoke special and differential treatment reserved for developing countries only in fair and appropriate circumstances, and update the WTO rules to address the needs of the United States and other free and open economies in the 21st century."
116-HB8405,117-HB1211,American Values and Security in International Athletics Act
116-HB6359,117-HB1641,Promoting Infrastructure by Protecting Our Subcontractors and Taxpayers Act
116-HB6023,117-HB4443,COMPOST Act Cultivating Organic Matter through the Promotion Of Sustainable Techniques Act
116-HB8880,117-HB4156,"HONEST Enterprise Act Honoring Organizations Nationally for Ethics, Sustainability, and Trust Act"
116-HB1090,117-HB657,District of Columbia National Guard Home Rule Act
116-HB1487,117-HB1354,Santa Monica Mountains National Recreation Area Boundary Adjustment Study Act
116-HB7605,117-HB3739,Coast Guard Combat-Injured Tax Fairness Act
