116th Bill Name,117th Bill Name,Short Title
116-HB4137,117-HB2432,Jennifer Kepner HOPE Act Jennifer Kepner Healthcare for Open air burn Pit Exposure Act
116-HB5486,117-HB4329,Broadband Internet for Small Ports Act
116-HJR106,117-HJR53,Proposing an amendment to the Constitution of the United States to prohibit the use of slavery and involuntary servitude as a punishment for a crime.
116-HJR104,117-HJR53,Proposing an amendment to the Constitution of the United States to prohibit the use of slavery and involuntary servitude as a punishment for a crime.
116-HJR92,117-HJR53,Proposing an amendment to the Constitution of the United States to prohibit the use of slavery and involuntary servitude as a punishment for a crime.
116-HB5899,117-HB4563,To amend title 11 of the United States Code to make debts for student loans dischargeable.
116-HB2192,117-HB3603,Defenders of Bataan and Corregidor Congressional Gold Medal Act
116-HB5358,117-HB592,"To amend title 28, United States Code, to expand the definition of ""other institutions"" for purposes of acquisition, preservation, and exchange of identification records and information, and for other purposes."
116-HB908,117-HB5563,Stop Penalizing Working Seniors Act
116-HB8125,117-HB5352,Military Suicide Prevention in the 21st Century Act
116-HB6105,117-HB8199,Magnet Injury Prevention Act
116-HB8552,117-HB4596,Student Records Protection Act
116-HB6598,117-HB1130,SOS ACT Act Secure Our Systems Against China’s Tactics Act
116-HB7703,117-HB4133,Caribbean Basin Security Initiative Authorization Act
116-HR966,117-HR381,"Recognizing National Foster Care Month as an opportunity to raise awareness about the challenges of children in the foster care system, and encouraging Congress to implement policy to improve the lives of children in the foster care system."
116-HR340,117-HR381,"Recognizing National Foster Care Month as an opportunity to raise awareness about the challenges of children in the foster care system, and encouraging Congress to implement policy to improve the lives of children in the foster care system."
116-HB3220,117-HB2896,Kids Eat Local Act
116-HB8141,117-HB1331,Strengthening Mental Health Supports for BIPOC Communities Act
116-HR611,117-HR715,"Supporting the goals and ideals of ""National Nonviolence Week"" to raise awareness of youth violence in the United States."
116-HB7032,117-HB1243,Skills Renewal Act
116-HB8330,117-HB2054,No Surprise Bills for New Moms Act
116-HB5234,117-HB2141,Motorcyclist Advisory Council Reauthorization Act
116-HR1184,117-HR220,Amending the Rules of the House of Representatives to require the Clerk to read the Congressional Budget Office cost estimate of any bill immediately after the reading of the title of the bill.
116-HB597,117-HB1624,Postal Employee Appeal Rights Amendments Act
116-HJR35,117-HJR28,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.
116-HB2090,117-HB8189,National Scenic Trails Parity Act
116-HB2097,117-HB9540,Legacies of War Recognition and Unexploded Ordnance Removal Act
116-HJR17,117-HJR44,Proposing an amendment to the Constitution of the United States regarding health care.
116-HB868,117-HB327,End Dark Money Act
116-HB5711,117-HB1170,"To designate the facility of the United States Postal Service located at 1 League in Irvine, California, as the ""Tuskegee Airman Lieutenant Colonel Robert J. Friend Memorial Post Office Building""."
116-HB587,117-HB310,"To posthumously award the Congressional Gold Medal, collectively, to Glen Doherty, Tyrone Woods, J. Christopher Stevens, and Sean Smith, in recognition of their contributions to the Nation."
116-HB2932,117-HB4426,Homeland Security for Children Act
116-HB5490,117-HB2065,"To amend section 1105(a) of title 31, United States Code, to require that annual budget submissions of the President to Congress provide an estimate of the cost per taxpayer of the deficit and of the public debt."
116-HB5507,117-HB2971,Foreign National Firearms Background Check Enhancement Act
116-HB621,117-HB605,Student Empowerment Act
116-HB7807,117-HB681,For the relief of Rebecca Trimble.
116-HB1476,117-HB4543,Coordinating Assistance for TANF Recipients Act
116-HB8328,117-HB3663,Apprenticeships to College Act
116-HR959,117-HR362,"Recognizing the roles and contributions of the teachers of the United States in building and enhancing the civic, cultural, and economic well-being of the United States."
116-HB6942,117-HB4000,Internet Application I.D. Act Internet Application Integrity and Disclosure Act
116-HB8964,117-HB777,Protecting Our Election Workers Act of 2020
116-HB2992,117-HB6952,RAISE Act Rewarding Achievement and Incentivizing Successful Employees Act
116-HB8498,117-HB1382,Informed Consent Act
116-HB7332,117-HB701,Unfunded Mandates Accountability and Transparency Act
116-HB1814,117-HB1219,ABLE Age Adjustment Act
116-HB380,117-HB3399,"To amend the Federal Power Act to require the consideration of invasive species when prescribing fishways, and for other purposes."
116-HB4709,117-HB2957,Take Unsafe Limos Off the Road Act
116-HB1331,117-HB2008,Local Water Protection Act
116-HB3993,117-HB6266,AMICUS Act Assessing Monetary Influence in the Courts of the United States Act
116-HB4506,117-HB3395,Home Energy Savings Act
116-HB5836,117-HB1642,Prosecuting Gun Crimes Saves Lives Act
116-HB2803,117-HB4450,Access to Infertility Treatment and Care Act
116-HJR68,117-HJR32,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR55,117-HJR32,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR22,117-HJR32,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR99,117-HJR32,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR6,117-HJR32,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR108,117-HJR32,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR51,117-HJR32,Proposing a balanced budget amendment to the Constitution of the United States.
116-HB4647,117-HB6898,Teacher Debt Relief Act
116-HB1274,117-HB255,Repeal of the Authorization for Use of Military Force
116-HB5001,117-HB2458,Non-Judicial Foreclosure Debt Collection Clarification Act
116-HB6012,117-HB9272,Consumer Financial Education and Empowerment Act
116-HB1540,117-HB4851,Protecting Our Widows and Widowers in Retirement (POWR) Act
116-HB749,117-HB1147,Veterans Right to Expediency Act
116-HB2667,117-HB2966,Military Spouses Employment Act
116-HJR48,117-HJR48,Proposing an amendment to the Constitution of the United States providing that the rights extended by the Constitution are the rights of natural persons only.
116-HR65,117-HR75,Supporting the goals and ideals of Dominican Heritage Month.
116-HB8890,117-HB658,District of Columbia Parole and Supervised Release Act
116-HB8617,117-HB3215,Temporary Family Visitation Act
116-HB7411,117-HB4975,PFAS Free Military Purchasing Act
116-HB7236,117-HB52,Space Research Innovation Act
116-HB5793,117-HB1707,Border Visibility and Security Act
116-HB5425,117-HB7728,Student Protection Act
116-HB35,117-HB55,Emmett Till Antilynching Act
116-HB1989,117-HB3798,Break the Chain Act
116-HB8570,117-HB5667,Teachers and Parents at the Table Act
116-HB1504,117-HB1278,Know Your Polling Place Act
116-HR992,117-HR919,Declaring unconditional war on racism and invidious discrimination and providing for the establishment of a Cabinet-level Department of Reconciliation charged with eliminating racism and invidious discrimination.
116-HB7629,117-HB96,COVID–19 National Memorial Act
116-HB4074,117-HB2068,CLAIM Act Clarifying Law Around Insurance of Marijuana Act
116-HB5914,117-HB1612,Tar Sands Tax Loophole Elimination Act
116-HB4904,117-HB3653,Smarter Approaches to Nuclear Expenditures Act
116-HB3764,117-HB1023,Justice for Student Borrowers Act
116-HB6896,117-HB2566,No TikTok on Government Devices Act
116-HB7071,117-HB3537,Accelerating Access to Critical Therapies for ALS Act
116-HB8662,117-HB3537,Accelerating Access to Critical Therapies for ALS Act
116-HB5604,117-HB8064,Advanced Manufacturing Jobs in America Act
116-HB1154,117-HB3225,Public Safety Employer-Employee Cooperation Act
116-HB3324,117-HB2156,PROTECT Florida Act Prioritizing Revised Operations To Eliminate Cyanobacteria Toxins in Florida Act
116-HB7207,117-HB6179,To prohibit the use of funds for the 2022 and 2026 World Cup until the date on which Policy 604-1 of the United States Soccer Federation is reinstated.
116-HB6902,117-HB1394,Black History is American History Act
116-HB7396,117-HB1605,GOOD Act Guidance Out Of Darkness Act
116-HB3614,117-HB4144,Restricting Credit Checks for Employment Decisions Act
116-HB3970,117-HB697,Stop Subsidizing Multimillion Dollar Corporate Bonuses Act
116-HB5590,117-HB234,Korean American VALOR Act Korean American Vietnam Allies Long Overdue for Relief Act
116-HB4943,117-HB2592,ELEVATE Act Ensuring Linguistic Excellence and Vocational Aptitude by Teaching English Act
116-HB1341,117-HB1737,"To designate the Mental Health Residential Rehabilitation Treatment Facility Expansion of the Department of Veterans Affairs Alvin C. York Medical Center in Murfreesboro, Tennessee, as the ""Sergeant John Toombs Residential Rehabilitation Treatment Facility""."
116-HB5505,117-HB2835,Consortia-Led Energy and Advanced Manufacturing Networks Act
116-HB4585,117-HB2862,Campaign to Prevent Suicide Act
116-HB2024,117-HB1232,Diplomatic Personnel Modernization Act
116-HB8734,117-HB215,Victims' Voice and Transparency Act
116-HCR68,117-HCR44,Fiscal State of the Nation Resolution
116-HB848,117-HB756,To restrict certain Federal assistance benefits to individuals verified to be citizens of the United States.
116-HB1490,117-HB4535,Helping Americans Succeed by Measuring Outcomes Act
116-HB4527,117-HB4148,Expanding Health Care Options for Early Retirees Act
116-HB5469,117-HB1475,Pursuing Equity in Mental Health Act
116-HB8267,117-HB7962,"To amend the Energy Policy and Conservation Act to modify the definition of water heater under energy conservation standards, and for other purposes."
116-HB8216,117-HB2878,Native VetSuccess at Tribal Colleges and Universities Pilot Program Act
116-HJR68,117-HJR78,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR55,117-HJR78,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR22,117-HJR78,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR99,117-HJR78,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR6,117-HJR78,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR108,117-HJR78,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR51,117-HJR78,Proposing a balanced budget amendment to the Constitution of the United States.
116-HB4546,117-HB235,Public Housing Emergency Response Act
116-HB3971,117-HB6590,Senior Citizens Tax Elimination Act
116-HCR113,117-HR657,"Expressing the sense of Congress regarding the achievements of Tejano music artists such as Freddy Fender, Roberto Pulido, Flaco Jimenez, and Selena Quintanilla, in recognition of their contributions to the cultural heritage and diversity of the United States."
116-HB2108,117-HB1166,Retirement Freedom Act
116-HB2163,117-HB53,Freedom for Families Act
116-HB5448,117-HB6928,SAFE SEX Workers Study Act SESTA/FOSTA Examination of Secondary Effects for Sex Workers Study Act
116-HB6110,117-HB3989,Defective Firearms Protection Act
116-HR1104,117-HR324,"Recognizing the historic abolitionist events surrounding the Pearl, and honoring its legacy in American history."
116-HB1621,117-HB4915,Water Supply Permitting Coordination Act
116-HB7936,117-HB2042,Federal Employee Access to Information Act
116-HB600,117-HB649,Abby Honold Act
116-HB5422,117-HB2737,Modernizing Agricultural and Manufacturing Bonds Act
116-HB8929,117-HB8126,Default Proceed Sale Transparency Act
116-HB75,117-HB44,"To amend title 28, United States Code, to provide that the United States district court for the District of Columbia shall have exclusive jurisdiction over actions arising under the immigration laws, and for other purposes."
116-HJR50,117-HJR13,Proposing a balanced budget amendment to the Constitution requiring that each agency and department's funding is justified.
116-HB308,117-HB4364,"To redesignate Gravelly Point Park, located along the George Washington Memorial Parkway in Arlington County, Virginia, as the Nancy Reagan Memorial Park, and for other purposes."
116-HB5082,117-HB3377,Gigabit Opportunity Act
116-HR1003,117-HR476,Expressing the sense of the House of Representatives regarding wasteful Pentagon spending and supporting cuts to the bloated defense budget.
