116th Bill Name,117th Bill Name,Matches,Short Title,Long Title
116-HB7386,117-HB3333,long,,"To ensure that federally backed financing for the construction, rehabilitation, or purchase of manufactured home communities is available only for communities whose owner has implemented minimum consumer protections in the lease agreements with residents of all manufactured home communities owned by such owner, and for other purposes."
116-HB3682,117-HB5493,short,Land Grant-Mercedes Traditional Use Recognition and Consultation Act,
116-HB6046,117-HB3478,short,Castle Pines Community Act,
116-HR278,117-HR411,short,Expressing the sense of the House of Representatives to recognize the crisis of violence against Native women.,
116-HB7556,117-HB7504,short,To amend the Internal Revenue Code of 1986 to make a portion of research credit refundable for certain small businesses engaging in specified medical research.,
116-HB2504,117-HB2249,short,Willie O’Ree Congressional Gold Medal Act,
116-HB8177,117-HB2934,short,RAISE Act Renal Anemia Innovation Support and Expansion Act,
116-HB749,117-HB1147,short,Veterans Right to Expediency Act,
116-HB5985,117-HB5207,short,Foreign Robocall Elimination Act,
116-HB2313,117-HB4647,short,Water Conservation Rebate Tax Parity Act,
116-HB113,117-HB8071,short,All-American Flag Act,
116-HR676,117-HR113,short,Expressing the sense of the House of Representatives that the United States should formally withdraw from the Paris Agreement.,
116-HB8642,117-HB318,long,,"To amend title XVIII to provide coverage and payment for certain tests and assistive telehealth consultations during the COVID-19 emergency period, and for other purposes."
116-HB1853,117-HB4778,short,District of Columbia Courts Vacancy Reduction Act,
116-HB7873,117-HB4049,long,,"To amend the Public Health Service Act to give a preference, with respect to project grants for preventive health services, for States that allow trained individuals to carry and administer epinephrine, and for other purposes."
116-HB3723,117-HB4712,short,Desalination Development Act,
116-HB577,117-HB1078,short,Prohibiting Perks and Privileges Act,
116-HB784,117-HB1080,short,Pain-Capable Unborn Child Protection Act,
116-HB8939,117-HB1080,long,,"To amend title 18, United States Code, to protect pain-capable unborn children, and for other purposes."
116-HB3370,117-HB4780,short,Refuge System Protection Act,
116-HB8392,117-HB2352,short,Honoring National Recovery Month Act,
116-HB3064,117-HB9120,short,Baltic Reassurance Act,
116-HB7495,117-HB1987,short & long,WORK NOW Act Work Opportunities and Resources to Keep Nonprofit Organizations Well Act,"To help charitable nonprofit organizations provide services to meet the increasing demand in community needs caused by the coronavirus pandemic, preserve and create jobs in the nonprofit sector, reduce unemployment, and promote economic recovery."
116-HB2867,117-HB748,short & long,Ethan's Law,"To amend chapter 44 of title 18, United States Code, to require the safe storage of firearms, and for other purposes."
116-HB1162,117-HB1015,short,Water Recycling Investment and Improvement Act,
116-HB5774,117-HB5938,short,Veterans HOPE Act Veterans Heroin Overdose Prevention Examination Act,
116-HB1802,117-HB845,short,VA Billing Accountability Act,
116-HR49,117-HR117,short,Supporting Coptic Christians in Egypt.,
116-HB8739,117-HB7093,short,"To withdraw certain Federal land in the San Bernardino National Forest in California from location, entry, and patent under mining laws, and for other purposes.",
116-HB8738,117-HB7093,short,"To withdraw certain Federal land in the San Bernardino National Forest in California from location, entry, and patent under mining laws, and for other purposes.",
116-HB3497,117-HB2037,long,,To extend Federal Pell Grant eligibility of certain short-term programs.
116-HB4948,117-HB506,long,,To provide for the effective use of immigration detainers to enhance public safety.
116-HR733,117-HR97,short,Reaffirming the importance of the United States relationship with the Dominican Republic.,
116-HB7279,117-HB5554,long,,"To amend title 11 of the United States Code to prohibit the payment of bonuses to highly compensated individuals employed by the debtor and insiders of the debtor to perform services during the bankruptcy case, and for other purposes."
116-HR881,117-HR1008,short,Supporting the goals and ideals of National Women's History Month.,
116-HR171,117-HR1008,short,Supporting the goals and ideals of National Women's History Month.,
116-HB8681,117-HB6997,short,Stopping the Fraudulent Sales of Firearms Act,
116-HB469,117-HB3415,short,"To require the use of replacement cost value in determining the premium rates for flood insurance coverage under the National Flood Insurance Act, and for other purposes.",
116-HB9067,117-HB3543,long,,To establish an office within the Department of Commerce to coordinate all non-defense related deployment and activities related to blockchain technology within the Federal Government.
116-HB2201,117-HB2269,short,"To modify the presumption of service connection for veterans who were exposed to herbicide agents while serving in the Armed Forces in Thailand during the Vietnam era, and for other purposes.",
116-HB3249,117-HB2291,short,Financing Our Energy Future Act,
116-HB2083,117-HB2915,short,HOPR Act Homeland Procurement Reform Act,
116-HB5889,117-HB1790,short,Fair Indexing for Health Care Affordability Act,
116-HB5291,117-HB1790,short,Fair Indexing for Health Care Affordability Act,
116-HB7621,117-HB2761,short,Comprehensive National Mercury Monitoring Act,
116-HB5434,117-HB3281,short,RPM Act of 2019 Recognizing the Protection of Motorsports Act of 2019,
116-HB2351,117-HB4068,short,Protecting Airport Communities from Particle Emissions Act,
116-HB1153,117-HB3779,short,Reaching English Learners Act,
116-HB7577,117-HB4700,short,Transition for Success Act,
116-HB6854,117-HB8696,short,Stop Scam PACs Act,
116-HB4949,117-HB293,short,VA Hospitals Establishing Leadership Performance Act,
116-HB179,117-HB247,short,"Acre In, Acre Out Act",
116-HB1413,117-HB4544,short,WORK Act Workforce Opportunity Realignment Kickstart Act,
116-HB1724,117-HB6666,long,,To amend the Higher Education Act of 1965 to improve the financial aid process for homeless and foster care youth.
116-HB4243,117-HB769,short,Rural MOMS Act Rural Maternal and Obstetric Modernization of Services Act,
116-HB1632,117-HB1083,short,Southeast Asia Strategy Act,
116-HB8990,117-HB6746,short & long,Lifetime Income For Employees Act,"To amend the Employee Retirement Income Security Act of 1974 to permit default investment arrangements in annuities, and for other purposes."
116-HR429,117-HR624,short,"Affirming the right of all renters to a safe, affordable, and decent home.",
116-HB399,117-HB580,short,PATH Act Pre-Apprenticeships To Hardhats Act,
116-HB1685,117-HB2274,long,,"To amend the Higher Education Act of 1965 to improve education opportunities for physician assistants, and for other purposes."
116-HB1306,117-HB2016,short,Federal Disaster Assistance Coordination Act,
116-HB6434,117-HB3329,short,Small Transit Communities Modernization Act,
116-HB3355,117-HB9149,short,Reward Work Act,
116-HB7365,117-HB1152,short,Green Buses for Every Community Act,
116-HB6845,117-HB617,short,No Coronavirus Copays for Veterans Act,
116-HB6401,117-HB1579,short,Ban Conflicted Trading Act,
116-HB5343,117-HB673,short,Hazel M. Johnson Memorial Stamp Act,
116-HB6623,117-HB1009,short,COVID–19 Language Access Act,
116-HR38,117-HR45,short,Supporting the goals and ideals of Korean American Day.,
116-HB2541,117-HB451,short,BUILD Act Building United States Infrastructure and Leveraging Development Act,
116-HB7375,117-HB5598,short,Access to Small Business Investor Capital Act,
116-HB9052,117-HB302,long,,"To impose limits on excepting competitive service positions from the competitive service, and for other purposes."
116-HB8854,117-HB2624,short,Aerospace Debris Safety Act,
116-HR1223,117-HR813,short,Supporting the goals of World AIDS Day.,
116-HR401,117-HR448,short,Recognizing the significance of Asian/Pacific American Heritage Month in May as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.,
116-HR983,117-HR448,short,Recognizing the significance of Asian/Pacific American Heritage Month in May as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.,
116-HB6495,117-HB265,short,Insular Area Medicaid Parity Act,
116-HB7249,117-HB1129,short & long,Our Money in China Transparency Act,"To require annual reporting on the availability of Federal funds to persons and entities of China and activities conducted in collaboration with China, and for other purposes."
116-HB7792,117-HB2849,short,Abortion Providers Loan Elimination Act,
116-HR275,117-HR285,short,"Supporting the goals and ideals of ""Financial Literacy Month"".",
116-HB8152,117-HB1766,long,,"To enhance cooperation between the Federal Trade Commission and State Attorneys General to combat unfair and deceptive practices, and for other purposes."
116-HB5656,117-HB1980,long,,To amend the Fair Labor Standards Act of 1938 to provide compensatory time for employees in the private sector.
116-HB3992,117-HB3765,short,Disability Employment Incentive Act,
