116th Bill Name,117th Bill Name,Matches,Short Title,Long Title
116-HJR47,117-HJR61,short,Proposing an amendment to the Constitution of the United States to repeal the sixteenth article of amendment.,
116-HB4050,117-HB2101,long,,"To direct the Administrator of the Environmental Protection Agency to award grants for projects that are consistent with zero-waste practices, and for other purposes."
116-HB3764,117-HB1023,short,Justice for Student Borrowers Act,
116-HB2448,117-HB8456,short,Ocean Acidification Research Partnerships Act,
116-HB7048,117-HB9166,short,Nursing Home Pandemic Protection Act,
116-HB5457,117-HB8572,short,Carbon Reduction and Tax Credit Act,
116-HB6695,117-HB435,short,Excluding Pandemic Unemployment Compensation from Income Act,
116-HB6240,117-HB1136,short,Federal Jobs Act,
116-HB8299,117-HB1638,short,Gilt Edge Mine Conveyance Act,
116-HB2638,117-HB4381,short,"To direct the Administrator of the Environmental Protection Agency to issue guidance on minimizing the use of firefighting foam containing PFAS, and for other purposes.",
116-HB5594,117-HB4671,long,,"To provide for greater county and State consultation with regard to petitions under the Endangered Species Act of 1973, and for other purposes."
116-HB3122,117-HB4947,short,"To amend title 18, United States Code, to prohibit former Members of Congress from engaging in lobbying contacts.",
116-HCR68,117-HCR44,short,Fiscal State of the Nation Resolution,
116-HB8205,117-HB976,short,ETHIC Act Ensuring Transparent Honest Information on COVID–19 Act,
116-HB8700,117-HB3738,short,John Lewis Taxpayer Protection Act,
116-HB1584,117-HB1705,short,Energy Sovereignty Act,
116-HB1505,117-HB4507,short,Protecting Family Resources and Training Options Act,
116-HB1527,117-HB7158,short,Long-Term Care Veterans Choice Act,
116-HB3092,117-HB656,short,District of Columbia Police Home Rule Act,
116-HB1713,117-HB3368,short,Lonnie Kilpatrick Central Pacific Relief Act,
116-HB4136,117-HB5979,short,District of Columbia Bridges Home Rule Act,
116-HB4076,117-HB3454,short,Modernizing Disclosures for Investors Act,
116-HB1073,117-HB6398,short,FAIR Act Federal Adjustment of Income Rates Act,
116-HB5690,117-HB6398,short,FAIR Act Federal Adjustment of Income Rates Act,
116-HB3710,117-HB2980,short,Cybersecurity Vulnerability Remediation Act,
116-HB8795,117-HB3692,short & long,Marine Mammal Climate Change Protection Act,"To amend the Marine Mammal Protection Act of 1972 to direct the Secretary of Commerce to establish a climate impact management plan for the conservation of certain marine mammal species, and for other purposes."
116-HB3455,117-HB3232,short,For the relief of Ingrid Encalada Latorre.,
116-HR735,117-HR846,short,"Recognizing the maternal health crisis among indigenous women in the United States, which includes American Indian, Alaska Native, and Native Hawaiian women, recognizing the importance of reducing mortality and morbidity among indigenous women, and calling for urgent Federal funding changes to ensure comprehensive, high-quality, and culturally competent maternal health and family planning services are available.",
116-HB5776,117-HB1640,short,Repeatedly Flooded Communities Preparation Act,
116-HB2050,117-HB2073,short,ACHE Act Appalachian Communities Health Emergency Act,
116-HB2886,117-HB185,short,Veterans Affairs Transfer of Information and Sharing of Disability Examination Procedures With DOD Doctors Act,
116-HB2319,117-HB1518,short,21st Century NICS Act,
116-HB4380,117-HB8932,short,Transparency for Transfer Students Act,
116-HB2743,117-HB1486,short,"To repeal the Office of Financial Research, and for other purposes.",
116-HB4683,117-HB2423,short,District of Columbia Juror Pay Parity Act,
116-HB1156,117-HB1210,short & long,LEOSA Reform Act,"To amend title 18, United States Code, to improve the Law Enforcement Officer Safety Act and provisions relating to the carrying of concealed weapons by law enforcement officers, and for other purposes."
116-HB5818,117-HB2596,short & long,Truth in Buffalo Labeling Act,"To provide clarification regarding the common or usual name for bison and compliance with section 403 of the Federal Food, Drug, and Cosmetic Act, and for other purposes."
116-HB7364,117-HB1148,short,CABLE Leadership Act Cable Access for Broadband and Local Economic Leadership Act,
116-HB5589,117-HB2750,short & long,Blue Carbon for Our Planet Act,"To establish an Interagency Working Group on Coastal Blue Carbon, and for other purposes."
116-HB8859,117-HB2334,short & long,REPAIR Act Reinvesting in Essential Partnerships And Infrastructure for Rural America Act,"To establish an innovative mobility and technology deployment grants program, and for other purposes."
116-HB6616,117-HB918,short,Stronger Medicaid Response to the COVID–19 Pandemic Act,
116-HB8423,117-HB1139,short,Feeding Homeless Youth During COVID–19 Act,
116-HB6896,117-HB2566,short,No TikTok on Government Devices Act,
116-HB45,117-HB4063,short,Barack Obama Highway Act,
116-HB7396,117-HB1605,short,GOOD Act Guidance Out Of Darkness Act,
116-HB5500,117-HB298,short,Noncontiguous Shipping Competition Act,
116-HB7064,117-HB1093,short & long,Stop Funding the PLA Act,"To prohibit financial investment by a United States person in foreign industrial defense corporations with substantial contracts with, ties to, or support from, the Chinese military and affiliated entities, and for other purposes."
116-HB2416,117-HB762,short,SAFE TO DRIVE Act States Afforded Funding Extensions To Oppose Driving Recklessly In Vehicular Engagements Act,
116-HB5505,117-HB2835,short,Consortia-Led Energy and Advanced Manufacturing Networks Act,
116-HR816,117-HR894,short,Recognizing the significance of the Greensboro Four sit-in.,
116-HB6603,117-HB1908,short,Ka‘ena Point National Heritage Area Act,
116-HB5028,117-HB4732,long,,"To amend title 38, United States Code, to codify the authority of the Secretary of Veterans Affairs to assign a disability rating of total to a veteran by reason of unemployability, and for other purposes."
116-HB783,117-HB1530,short,Lobbyist Loophole Closure Act,
116-HB8841,117-HB3260,long,,"To amend the Securities Exchange Act of 1934 to require that certain issuers make disclosures regarding general ledger accounts reconciliation, and for other purposes."
116-HB8766,117-HB585,short & long,Apprenticeship Program National Scorecard Act,"To direct the Secretary of Labor to provide for data collection and dissemination of information regarding programs under the national apprenticeship system, and for other purposes."
116-HB8187,117-HB9100,short,Protection and Advocacy in Education Act,
116-HB7738,117-HB2762,short & long,Climate-Resilient International Development Optimization Act,"To require the integration of climate-resilience considerations into all development work of the United States, and for other purposes."
116-HB5899,117-HB4563,short,To amend title 11 of the United States Code to make debts for student loans dischargeable.,
116-HB3808,117-HB3870,short,Teach CS Act Teacher Education for Computer Science Act,
116-HB1990,117-HB956,short,National Aviation Heritage Area Reauthorization Act,
116-HJR68,117-HJR3,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR55,117-HJR3,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR22,117-HJR3,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR99,117-HJR3,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR6,117-HJR3,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR108,117-HJR3,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR51,117-HJR3,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HB1399,117-HB2298,short,Accountability Through Electronic Verification Act,
116-HB7703,117-HB4133,short,Caribbean Basin Security Initiative Authorization Act,
116-HB1247,117-HB4525,short,Supporting Work Through Apprenticeships Act,
116-HB8141,117-HB1331,short,Strengthening Mental Health Supports for BIPOC Communities Act,
116-HB6838,117-HB1377,short,Emergency Funding for Child Protection Act,
116-HB8556,117-HB3131,short & long,David Dorn Back the Blue Act,"To subsidize the salaries of State and local law enforcement officers and promote officer hiring and retention, and for other purposes."
116-HB5340,117-HB674,short,Hazel M. Johnson Congressional Gold Medal Act,
116-HB597,117-HB1624,short,Postal Employee Appeal Rights Amendments Act,
116-HB7624,117-HB5211,short & long,To amend the Omnibus Crime Control and Safe Streets Act of 1968 to provide that COPS grant funds may be used for local law enforcement recruits to attend schools or academies if the recruits agree to serve in precincts of law enforcement agencies in their communities.,To amend the Omnibus Crime Control and Safe Streets Act of 1968 to provide that COPS grant funds may be used for local law enforcement recruits to attend schools or academies if the recruits agree to serve in precincts of law enforcement agencies in their communities.
116-HB8684,117-HB6148,short & long,Alabama Underwater Forest National Marine Sanctuary and Protection Act,"To provide for the establishment of the Alabama Underwater Forest National Marine Sanctuary, and for other purposes."
116-HB889,117-HB4175,short,United States and Republic of Korea Alliance Support Act,
116-HB868,117-HB327,short,End Dark Money Act,
116-HB6236,117-HB7488,long,,"To amend the Higher Education Act of 1965 to provide for certain freedom of association protections, and for other purposes."
116-HJR7,117-HJR14,short,Proposing an amendment to the Constitution of the United States to abolish the electoral college and to provide for the direct election of the President and Vice President of the United States.,
116-HB2932,117-HB4426,short,Homeland Security for Children Act,
116-HB606,117-HB3998,short,Fairness in Firearm Testing Act,
116-HJR14,117-HJR9,short,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve to four in the House of Representatives and two in the Senate.,
116-HB5132,117-HB5764,short,Gun Violence Prevention Through Financial Intelligence Act,
116-HB8964,117-HB777,short,Protecting Our Election Workers Act of 2020,
116-HB5925,117-HB8287,short,District of Columbia Courts and Public Defender Service Voluntary Separation Incentive Payments Act,
116-HB3989,117-HB4876,long,,"To establish a Science Advisory Board at the Department of Justice, and for other purposes."
116-HB6431,117-HB3584,short,Made in America Emergency Preparedness Act,
116-HJR21,117-HJR21,short,Proposing an amendment to the Constitution of the United States giving Congress power to regulate campaign contributions for Federal elections.,
116-HB1331,117-HB2008,short,Local Water Protection Act,
116-HB8324,117-HB2720,short,Make PPE in America Act,
116-HR959,117-HR1071,short,"Recognizing the roles and contributions of the teachers of the United States in building and enhancing the civic, cultural, and economic well-being of the United States.",
116-HJR68,117-HJR32,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR55,117-HJR32,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR22,117-HJR32,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR99,117-HJR32,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR6,117-HJR32,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR108,117-HJR32,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR51,117-HJR32,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HB7337,117-HB1043,short,Proportional Reviews for Broadband Deployment Act,
116-HB5001,117-HB2458,short,Non-Judicial Foreclosure Debt Collection Clarification Act,
116-HB1441,117-HB819,short,Stop Corrupt Iranian Oligarchs and Entities Act,
116-HB3296,117-HB7894,short,Affordability is Access Act,
116-HB2315,117-HB764,short,Keep Our PACT Act Keep Our Promise to America’s Children and Teachers Act,
116-HB3486,117-HB1267,short & long,Prevent Corrupting Foreign Influence Act,"To amend title 18, United States Code, to prohibit corrupt foreign influence over the President, the Vice President, and their immediate family members, and for other purposes."
116-HB7411,117-HB4975,short,PFAS Free Military Purchasing Act,
116-HB8573,117-HB8792,long,,"To prohibit group health plans, health insurance issuers offering group or individual health insurance coverage, State plans under title XIX of the Social Security Act, State child health plans under title XXI of such Act, and the TRICARE program from applying a deductible to outpatient pediatric services."
116-HB8055,117-HB3795,short & long,STEM Educator Awards Equity Act,"To amend the National Science Foundation Authorization Act of 1988 to direct the award of Presidential awards for excellence in teaching of mathematics and science to more teachers from the territories, and for other purposes."
116-HB1186,117-HB9207,short,Keep Americans Safe Act,
116-HCR30,117-HCR24,short,Recognizing the significance of equal pay and the disparity between wages paid to men and women.,
116-HB8570,117-HB5667,short,Teachers and Parents at the Table Act,
116-HB891,117-HB4050,short,Nuclear Family Priority Act,
116-HB7535,117-HB1413,long,,"To amend the Food and Nutrition Act of 2008 to expand online benefit redemption options under the supplemental nutrition assistance program, and for other purposes."
116-HB193,117-HB1252,short,Improving Embassy Design and Security Act,
116-HB7629,117-HB96,short,COVID–19 National Memorial Act,
116-HB8759,117-HB1637,long,,"To approve certain advanced biofuel registrations, to require the consideration of certain advanced biofuel pathways, and to reduce greenhouse gas emissions, and for other purposes."
116-HB4540,117-HB2337,long,,To amend title II of the Social Security Act to provide an equitable Social Security formula for individuals with noncovered employment and to provide relief for individuals currently affected by the Windfall Elimination Provision.
116-HB7400,117-HB751,short,Protecting American Energy Production Act,
116-HB5701,117-HB110,short,Care for the Veteran Caregiver Act,
116-HB8225,117-HB4435,long,,"To amend title 18, United States Code, to prohibit certain types of fraud in the provision of immigration services, and for other purposes."
116-HB7918,117-HB3300,short & long,Get the Lead Out Act,"To amend the Safe Drinking Water Act with respect to replacement of lead service lines, and for other purposes."
116-HB8986,117-HB2842,short,"To designate the facility of the United States Postal Service located at 120 4th Street in Petaluma, California, as the ""Lynn C. Woolsey Post Office Building"".",
116-HB4155,117-HB9304,short,Funding Attorneys for Indigent Removal (FAIR) Proceedings Act,
116-HB8466,117-HB3359,long,,"To provide for a system for reviewing the case files of cold case murders at the instance of certain persons, and for other purposes."
116-HB6334,117-HB2118,short,Securing America From Epidemics Act,
116-HB6994,117-HB4865,short,Registration for Index-Linked Annuities Act,
116-HB1242,117-HB2548,short,Cormorant Relief Act,
116-HB332,117-HB5798,short,Arms Sale Oversight Act,
116-HB5934,117-HB1671,long,,"To amend the Fair Debt Collection Practices Act to safeguard access to information for consumers and to stop abusive debt litigation, and for other purposes."
116-HB4539,117-HB372,short,"For the relief of Alirio Palacios Gamez, Hilda Veronica Ramirez Mendez, and Jayro Ivan Juarez Ramirez.",
116-HB5058,117-HB372,short,"For the relief of Alirio Palacios Gamez, Hilda Veronica Ramirez Mendez, and Jayro Ivan Juarez Ramirez.",
116-HB144,117-HB85,short,Old Glory Only Act,
116-HB6511,117-HB722,short,Ensuring Vaccination and Treatment Affordability Act,
116-HB7765,117-HB2266,long,,"To amend title II of the Social Security Act to provide for a minimum annual cost-of-living increase for Social Security benefits, and for other purposes."
116-HR479,117-HR189,short & long,Seeking the return of the USS Pueblo to the United States Navy.,Seeking the return of the USS Pueblo to the United States Navy.
116-HB2317,117-HB149,short,Peter J. McGuire Labor Day Landmark Act,
116-HB6961,117-HB3477,short,"To authorize the posthumous honorary promotion to general of Lieutenant General Frank Maxwell Andrews, United States Army.",
116-HB5489,117-HB630,short,Polar Bear Conservation and Fairness Act,
116-HB1759,117-HB1763,short,BRIDGE for Workers Act Building on Reemployment Improvements to Deliver Good Employment for Workers Act,
116-HB4591,117-HB1299,short,Fixing America’s Bridges Act,
116-HB1573,117-HB775,short,Disability Voting Rights Act,
116-HB7553,117-HB4424,short,DEFEND Act Deadly Escalation by Foreign Entities Notification and Disclosure Act,
116-HB6049,117-HB7208,short & long,Medical Supply Chain Security Act,"To amend the Federal Food, Drug, and Cosmetic Act to provide enhanced security for the medical supply chain."
116-HB2860,117-HB8407,short,Bots Research Act,
116-HJR68,117-HJR30,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR55,117-HJR30,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR22,117-HJR30,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR99,117-HJR30,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR6,117-HJR30,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR108,117-HJR30,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR51,117-HJR30,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HB5560,117-HB7567,short,"To amend chapter 77 of title 5, United States Code, to clarify certain due process rights of Federal employees serving in sensitive positions, and for other purposes.",
116-HR468,117-HR520,short,"Expressing the sense of the House of Representatives that the Secretary of Defense should review section 504 of title 10, United States Code, for purposes related to enlisting certain aliens in the Armed Forces.",
116-HB1464,117-HB7137,short & long,CLEAN Act Clean Legislating and Ethical Accountability Now Act,"To enact House Resolution 895, One Hundred Tenth Congress, (establishing the Office of Congressional Ethics) into permanent law."
116-HB9001,117-HB6726,long,,"To amend title 5, United States Code, to provide that a Member of Congress convicted of certain felony offenses relating to sexual abuse shall not be eligible for retirement benefits based on that individual's Member service, and for other purposes."
116-HB5272,117-HB7971,short,SEED Act Supporting Entrepreneurs and Economic Development Act,
116-HB4698,117-HB7422,short,Medical Records Access Fairness Act,
116-HB7583,117-HB3898,short & long,Informing Consumers about Smart Devices Act,To require the disclosure of a camera or recording capability in certain internet-connected devices.
116-HB4935,117-HB626,long,,"To prohibit chemical abortions performed without the presence of a healthcare provider, and for other purposes."
116-HB6452,117-HB3318,short,Railroad Rehabilitation and Improvement Financing Equity Act,
116-HB7283,117-HB5366,short,To amend the Internal Revenue Code of 1986 to provide that certain contributions by government entities are treated as contributions to capital.,
116-HJR40,117-HJR26,short,Proposing an amendment to the Constitution of the United States requiring that the Federal budget be balanced.,
116-HB5283,117-HB5223,long,,"To amend the Richard B. Russell National School Lunch Act to improve direct certification, and for other purposes."
116-HR942,117-HR259,short,"Expressing support for designation of the third Friday of every March, as ""National FIRST Robotics Day"".",
116-HB333,117-HB333,short,Disabled Veterans Tax Termination Act,
116-HB2808,117-HB763,short,Child and Animal Abuse Detection and Reporting Act,
116-HB5900,117-HB3089,short,Accelerating Kids’ Access to Care Act,
116-HB2826,117-HB3573,short,Stop Mental Health Stigma in Our Communities Act,
116-HB1817,117-HB3820,short & long,Firearm Due Process Protection Act,"To enforce the requirement that the National Instant Criminal Background Check System make a final disposition of requests to correct its records within 60 days, and for other purposes."
116-HB2180,117-HB2732,short,Domenic and Ed’s Law,
116-HB3940,117-HB1958,long,,"To amend the William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 to provide for the expedited removal of unaccompanied alien children who are not victims of a severe form of trafficking in persons and who do not have a fear of returning to their country of nationality or last habitual residence, and for other purposes."
116-HB2751,117-HB7475,short,Mamas First Act,
116-HB8752,117-HB108,short,National Medal of Honor Monument Act,
116-HB4635,117-HB3066,short,Guam Cigarette Tax Enforcement Act,
116-HB8214,117-HB4259,long,,"To direct the Secretary of Commerce, acting through the Director of the National Institute of Standards and Technology, to direct the Institute to establish a robust program focusing on driving improvements in America's cybersecurity posture by creating more robust digital identity management standards and guidelines."
116-HB7558,117-HB4873,short,FADS Act Foreign Americium Disposal and Storage Act,
116-HB2710,117-HB5331,short,Patient Access to ESRD New Innovative Devices Act,
116-HB1130,117-HB671,short,Fort Pillow National Battlefield Park Study Act,
116-HB3689,117-HB1372,short,Protecting JOBs Act Protecting Job Opportunities for Borrowers Act,
116-HB4957,117-HB1688,short & long,Native American Child Protection Act,To amend the Indian Child Protection and Family Violence Prevention Act.
116-HB5354,117-HB4520,short,"GREEN Streets Act Generating Resilient, Environmentally Exceptional National Streets Act",
116-HB4114,117-HB1237,short & long,Stop Supporting Foreign Interference in Our Democracy Act,"To amend the Federal Election Campaign Act of 1971 to prohibit a person from knowingly providing substantial assistance relating to a contribution or donation by a foreign national, and for other purposes."
116-HB151,117-HB93,short,Eliminating Foreign Intervention in Elections Act,
116-HB6285,117-HB364,long,,"To amend title 10, United States Code, to provide eligibility for TRICARE Select to veterans with service-connected disabilities, and for other purposes."
116-HB8094,117-HB1667,short,Dr. Lorna Breen Health Care Provider Protection Act,
116-HB4556,117-HB7619,long,,"To provide for the publication of OLC opinions, and for other purposes."
116-HJR20,117-HJR71,short,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.,
116-HB2320,117-HB8651,short,Walter Patterson and Werner Foerster Justice and Extradition Act,
116-HB511,117-HB1923,long,,"To amend title 18, United States Code, to protect more victims of domestic violence by preventing their abusers from possessing or receiving firearms, and for other purposes."
116-HB7930,117-HB1923,short & long,Lori Jackson Domestic Violence Survivor Protection Act,"To amend title 18, United States Code, to protect more victims of domestic violence by preventing their abusers from possessing or receiving firearms, and for other purposes."
116-HB7085,117-HB1470,short,Ending Qualified Immunity Act,
116-HB8025,117-HB489,short,Protecting Rural Access to Care Act,
116-HB8351,117-HB523,short,Community Health Center Mental Health Screening Act,
116-HB3581,117-HB5825,short,District of Columbia Board of Zoning Adjustment Home Rule Act,
116-HB4140,117-HB4737,short,Foreign Extortion Prevention Act,
116-HB7063,117-HB1535,short,Foreign Influence Transparency Act,
116-HR1148,117-HR82,short,Raising a question of the privileges of the House.,
116-HR304,117-HR82,short,Raising a question of the privileges of the House.,
116-HR53,117-HR82,short,Raising a question of the privileges of the House.,
116-HR789,117-HR82,short,Raising a question of the privileges of the House.,
116-HR1063,117-HR82,short,Raising a question of the privileges of the House.,
116-HR832,117-HR82,short,Raising a question of the privileges of the House.,
116-HB8546,117-HB5576,short,Fair Drug Prices for Kids Act,
116-HB8780,117-HB8344,long,,To amend title XVIII of the Social Security Act to provide for additional requirements with respect to electrodiagnostic services under the Medicare program.
116-HB8084,117-HB2749,short & long,Lethal Means Safety Training Act,"To direct the Secretary of Veterans Affairs to update the Lethal Means Safety and Suicide Prevention training course of the Department of Veterans Affairs, and for other purposes."
116-HB8029,117-HB2899,short,"To direct the Secretary of the Interior to conduct a study to assess the suitability and feasibility of designating areas within the island of Guam as a National Heritage Area, and for other purposes.",
116-HB2584,117-HB6423,short,To amend the Congressional Budget Act of 1974 respecting the scoring of preventive health savings.,
116-HB2728,117-HB2460,short,Joint Consolidation Loan Separation Act,
116-HB2767,117-HB1309,short,SERVE Act Supporting Eating disorders Recovery through Vital Expansion Act,
116-HB5910,117-HB9447,short,For the relief of Terence George.,
116-HB8647,117-HB5034,short,Community First Pretrial Reform and Jail Decarceration Act,
116-HB1195,117-HB962,short,Law Enforcement Officers Equity Act,
116-HB8151,117-HB8743,long,,"To amend the Congressional Accountability Act of 1995 to provide enhanced enforcement authority for occupational safety and health protections applicable to the legislative branch, to provide whistleblower protections and other antidiscrimination protections for employees of the legislative branch, and for other purposes."
116-HB4256,117-HB5171,long,,"To amend section 1951 of title 18, United States Code (commonly known as the Hobbs Act), and for other purposes."
116-HB8800,117-HB1562,short,American Financial Markets Integrity and Security Act,
116-HB5017,117-HB5872,short,Natural Cosmetics Act,
116-HB3770,117-HB1098,short,Citizenship Empowerment Act,
116-HR260,117-HR222,short,Supporting the goals and ideals of National Middle Level Education Month.,
116-HB3008,117-HB3676,short,Prevent Impaired Driving Child Endangerment Act,
116-HB8831,117-HB2964,short & long,"To codify the denial of export privileges and related provisions under title 15, Code of Federal Regulations.","To codify the denial of export privileges and related provisions under title 15, Code of Federal Regulations."
116-HB7524,117-HB348,short,Wear Your Mask Act,
116-HB7193,117-HB4019,short,Justice for Exonerees Act,
116-HB7228,117-HB2821,long,,"To provide for a coordinated Federal program to accelerate plastics waste reduction and support recycling research and development for the economic and national security of the United States, and for other purposes."
116-HB79,117-HB50,short,"To amend title 54, United States Code, to prohibit the extension or establishment of national monuments in Arizona except by express authorization of Congress, and for other purposes.",
116-HB8369,117-HB2122,long,,"To designate the Battleship IOWA Museum, located in Los Angeles, California, as the National Museum of the Surface Navy, and for other purposes."
116-HB453,117-HB2088,short,Eastern Band of Cherokee Historic Lands Reacquisition Act,
116-HB1127,117-HB5022,short,To posthumously award a Congressional gold medal to Mahatma Gandhi in recognition of his contributions to the Nation by the promotion of nonviolence.,
116-HB8458,117-HB562,short & long,Protections and Transparency in the Workplace Act,"To amend the Securities Exchange Act of 1934 to require public companies to provide sexual harassment claim disclosures in certain reports, to require public companies to implement mandatory sexual harassment training, and for other purposes."
116-HB1945,117-HB1574,short,Berta Cáceres Human Rights in Honduras Act,
116-HB8807,117-HB4326,short & long,EV MAP Act Electric Vehicle Mobility Area Planning Act,"To establish a grant program to map optimal locations for electric vehicle charging stations and the derived demand for electricity, and for other purposes."
116-HB362,117-HB3119,short,Energy Emergency Leadership Act,
116-HB1761,117-HB1827,short,Gun Owner Registration Information Protection Act,
116-HB3313,117-HB8305,short,Defense Maintenance Data Transparency Act,
116-HR829,117-HR234,short,Acknowledging the history and lasting impact of the Federal Government-created problem of redlining and the responsibility of the Federal Government to address such impact.,
116-HB5065,117-HB7273,short,Prison to Proprietorship for Formerly Incarcerated Act,
116-HB3955,117-HB2564,short,Silver Cliff Community Act,
116-HB5124,117-HB2134,short,Southern New England Regional Commission Act,
116-HR721,117-HR721,short,Calling for the establishment of an app ratings board to enforce consistent and accurate age and content ratings of apps on internet-ready devices and calling on technology companies to ensure the implementation of user-friendly and streamlined parental controls on devices used by minors.,
116-HB8856,117-HB1348,short & long,"To award a Congressional Gold Medal to the Freedom Riders, collectively, in recognition of their unique contribution to Civil Rights, which inspired a revolutionary movement for equality in interstate travel.","To award a Congressional Gold Medal to the Freedom Riders, collectively, in recognition of their unique contribution to Civil Rights, which inspired a revolutionary movement for equality in interstate travel."
116-HB6635,117-HB46,short,"One Bill, One Subject Transparency Act",
116-HB9062,117-HB3375,short,No Sanctuary for Criminals Act,
116-HB5915,117-HB2837,long,,To amend the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to repeal a certain disqualification to receive benefits under title IV of the Social Security Act and benefits under the Food and Nutrition Act of 2008; and to amend the Food and Nutrition Act of 2008 to provide that incarcerated individuals who are scheduled to be released from an institution within 30 days shall be considered to be a household for purposes of such Act.
116-HB7652,117-HB4234,short,National Statuary Hall Collection Policy Act,
116-HB7073,117-HB535,short,Special Districts Provide Essential Services Act,
116-HB8425,117-HB8217,short,"To designate the facility of the United States Postal Service located at 430 South Knowles Avenue in New Richmond, Wisconsin, as the ""Captain Robert C. Harmon and Private John R. Peirson Post Office Building"".",
116-HB1434,117-HB889,short,Education Freedom Scholarships and Opportunity Act,
116-HB598,117-HB923,short,Georgia Support Act,
116-HB7855,117-HB1173,short,Taiwan Invasion Prevention Act,
116-HB2863,117-HB5999,long,,To amend the Animal Welfare Act to restrict the use of exotic and wild animals in traveling performances.
116-HB4457,117-HB4371,short & long,Chronic Condition Copay Elimination Act,"To amend the Employee Retirement Income Security Act of 1974, title XXVII of the Public Health Service Act, and the Internal Revenue Code of 1986 to require group health plans and health insurance issuers offering group or individual health insurance coverage to provide coverage for additional preventive care for individuals with chronic conditions without the imposition of cost sharing requirement, and for other purposes."
116-HB4069,117-HB1523,short,Modern Worker Empowerment Act,
116-HB4340,117-HB2026,long,,"To assist in the conservation of highly endangered amphibian species in foreign countries, and for other purposes."
116-HB6690,117-HB5649,short,Bring Entrepreneurial Advancements To Consumers Here In North America Act,
116-HB2163,117-HB2925,short,Freedom for Families Act,
116-HB3360,117-HB759,long,,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes."
116-HB2279,117-HB2163,short,Safe Step Act,
116-HCR33,117-HR326,short,Supporting the goals and ideals of National Public Safety Telecommunicators Week.,
116-HB3454,117-HB2544,long,,To regulate firearm silencers and firearm mufflers.
116-HB4370,117-HB7316,short,TBI and PTSD Treatment Act,
116-HB8639,117-HB1368,long,,"To authorize the Secretary of Health and Human Services to award grants to States and political subdivisions of States to hire, employ, train, and dispatch mental health professionals to respond in lieu of law enforcement officers in emergencies involving one or more persons with a mental illness or an intellectual or developmental disability, and for other purposes."
116-HB6151,117-HB66,short,CARING for Kids Act Comprehensive Access to Robust Insurance Now Guaranteed for Kids Act,
116-HB1879,117-HB1738,short,Stabilize Medicaid and CHIP Coverage Act,
116-HB2458,117-HB2952,short,WISE Act Water Infrastructure Sustainability and Efficiency Act,
116-HB1889,117-HB4185,short,Escuadrón 201 Congressional Gold Medal Act,
116-HB1129,117-HB3640,short,Union Transparency and Accountability Act,
116-HB7245,117-HB2401,short & long,Community Outpost Outreach and Engagement Act,"To direct the Director of the Office of Community Oriented Policing Services to carry out a pilot program to establish community outpost houses, and for other purposes."
116-HB4561,117-HB4756,short,Exercise and Fitness for All Act,
116-HB109,117-HB1104,short,Equal Protection for American Workers Act,
116-HJR2,117-HJR1,short,Proposing an amendment to the Constitution of the United States relating to contributions and expenditures intended to affect elections.,
116-HB8058,117-HB954,short,Chinese Research Funds Accounting Act,
116-HB8260,117-HB1807,short,Businesses Preparing for a Better Tomorrow Act,
116-HB1538,117-HB5002,short,District of Columbia Zoning Commission Home Rule Act,
116-HB5555,117-HB112,long,,"To make certain improvements in the provision of medical care by the Department of Veterans Affairs, and for other purposes."
116-HB3019,117-HB4613,short,American Grown Act,
116-HB3635,117-HB1041,short,To repeal the debt ceiling.,
116-HB1652,117-HB3586,short,Veteran Education Empowerment Act,
116-HB4958,117-HB1295,short,No Taxation Without Representation Act,
